1500;0.00386810302734;1.10347604752
2250;0.0109488964081;1.00641107559
3375;0.0191481113434;1.0080769062
5062;0.0261890888214;1.30997991562
7593;0.0204699039459;1.31409287453
11389;0.0274369716644;1.21715497971
17083;0.0532939434052;1.32781100273
25624;0.0728621482849;1.44095396996
38436;0.139986991882;1.66361498833
57654;0.180840015411;1.46366906166
86481;0.327522039413;1.73581600189
129721;0.614892959595;1.65648984909
194581;0.873476982117;1.97724080086
291871;1.3341691494;2.17531609535
437806;2.51514697075;2.46001005173
656709;3.93485593796;2.68407797813
985063;6.1201198101;3.30225610733
1477594;9.92288994789;3.76444911957
2216391;15.3745989799;4.81613993645
